payment_key,customer_key,channel_key,store_key,amount,method,status,paid_at,transaction_ref
10011,295,2,3,46957.68,CASH,PAID,2024-07-03 01:27:40,TX-VKTKZJM10Q5D
10012,1173,1,,39619.92,GATEWAY,FAILED,,
10013,1493,2,3,23522.4,TRANSFER,PENDING,,
10014,712,1,,32851.5,CARD,PAID,2025-03-02 22:47:21,TX-0ZDOFZM3I9OO
10015,1455,1,,15601.5,CARD,PAID,2024-09-12 16:19:27,TX-AK5N64PNN621
10016,691,1,,39015.0,GATEWAY,PAID,2025-02-03 01:26:46,TX-D1RRG8SZONZ3
10017,1445,2,2,77319.0,CARD,PAID,2024-08-30 20:46:16,TX-7B89JUANP9VT
10018,1451,2,3,29040.0,CASH,PAID,2024-07-02 15:34:43,TX-BNVQYMVUQQ41
10019,236,1,,30603.0,GATEWAY,REFUNDED,2025-03-26 04:57:16,TX-LG7P6K7YSOIH
10020,49,1,,37500.0,CARD,PAID,2025-07-19 16:28:12,TX-PMO209X9UKQ1
10021,935,1,,13314.6,CARD,PAID,2024-08-13 19:24:22,TX-K6LOLNKRZ8IC
10022,1364,1,,55513.88,CARD,PAID,2024-03-04 16:55:27,TX-LEM5KQUHUV4H
10023,903,1,,13794.0,GATEWAY,PAID,2024-07-15 11:38:24,TX-K4VUMFMZRSGR
10024,966,1,,36300.0,CARD,PAID,2025-04-06 03:01:38,TX-XWEMFV3RTFDH
10025,433,1,,54450.0,GATEWAY,PAID,2024-12-31 19:24:25,TX-QGWP93SAGEXK
10026,1248,2,3,17242.5,TRANSFER,PAID,2025-09-11 16:39:31,TX-E9GUZJ8CZRIN
10027,519,2,3,16335.0,CASH,PAID,2025-05-09 06:25:56,TX-62HXVLDC7DCG
10028,286,2,4,49005.0,CASH,PAID,2024-02-20 04:49:34,TX-2DOCSJNZ90MN
10029,391,2,2,40365.6,CARD,FAILED,,
10030,1445,2,2,37243.8,TRANSFER,PAID,2024-04-16 19:42:01,TX-OHQO0T3OXW6B
10031,547,1,,13968.0,CARD,PAID,2024-06-10 10:53:16,TX-5ZXK80YITGT1
10032,1093,2,3,52272.0,CASH,PAID,2025-07-07 18:07:48,TX-UCGD1SL1XI84
10033,1482,1,,13968.0,CARD,PAID,2025-08-21 04:43:28,TX-9XCKM3JRKAMI
10034,1395,1,,26029.2,CARD,PAID,2024-12-18 01:04:43,TX-HA8CP87LNH8A
10035,912,2,2,28459.2,CARD,PAID,2025-09-23 19:55:33,TX-XPPQHR3EPMGE
10036,311,1,,62610.0,CARD,REFUNDED,2024-04-16 08:29:47,TX-N4UC84AV7QAS
10037,516,1,,31082.16,CARD,PAID,2025-09-14 17:18:42,TX-25II7NUT7DZQ
10038,164,1,,15221.4,CARD,PAID,2024-06-30 20:52:43,TX-GVCUSC6WNEF1
10039,918,2,3,16335.0,CARD,PAID,2024-01-15 00:36:38,TX-6HDQWYL0ZYL6
10040,893,2,2,17242.5,CARD,PAID,2024-12-16 08:00:30,TX-A8SWG9Z9F2H7
10041,797,1,,14268.0,GATEWAY,PENDING,,
10042,1046,2,4,26136.0,CASH,PAID,2025-03-18 06:28:37,TX-OHQ1QON2AW8C
10043,618,1,,33870.0,CARD,PAID,2025-05-28 00:20:03,TX-0EVNPS5GLGRC
10044,995,2,4,37352.7,CASH,PAID,2024-07-02 14:47:11,TX-PH7NTE2U734V
10045,400,1,,19304.62,GATEWAY,PAID,2025-04-19 10:44:30,TX-U5VUTMVO4F69
10046,920,1,,83736.6,CARD,PAID,2025-04-02 03:03:46,TX-5QL89K2IFVM4
10047,58,2,1,84796.8,TRANSFER,PAID,2025-07-23 23:45:12,TX-1VD1E8ZD32MS
10048,1275,1,,20466.75,GATEWAY,PAID,2024-01-15 20:32:08,TX-6LW8PT16ULZU
10049,1362,1,,63636.0,CARD,PAID,2025-01-08 22:27:38,TX-7FJRAQB16UWG
10050,1,1,,30240.0,GATEWAY,PAID,2024-02-11 11:42:21,TX-TEM8C4UMBJEZ
10051,795,1,,15720.0,CARD,PAID,2024-09-07 03:37:18,TX-OHA4OR3EHF9H
10052,1306,2,3,45738.0,CASH,FAILED,,
10053,681,1,,37200.0,GATEWAY,PAID,2025-05-02 01:14:00,TX-MNYZURJNRG76
10054,1162,2,2,45048.3,CASH,PAID,2025-08-07 13:51:24,TX-8MRJ01EP4VRP
10055,1204,2,4,13068.0,CASH,PAID,2024-07-07 06:22:39,TX-2IU8DOUK5A06
10056,1442,2,1,31036.5,CASH,PAID,2024-04-23 23:11:30,TX-T2F4SA17QN84
10057,1216,2,3,28459.2,CASH,PAID,2025-03-10 18:29:20,TX-JNABS77BWIMN
10058,1400,2,1,27588.0,CARD,FAILED,,
10059,61,1,,18687.0,CARD,PAID,2025-04-15 10:15:14,TX-XS2D0OD53F0W
10060,298,1,,122786.85,CARD,PAID,2025-06-16 17:09:31,TX-SOBPSG2KOI8F
10061,903,2,1,31581.0,CARD,PAID,2025-01-27 13:52:21,TX-WRUSDAQBKA6N
10062,739,1,,43487.4,CARD,PAID,2025-07-26 09:06:22,TX-9FXFGLPIOVOT
10063,1339,2,2,46427.7,CASH,PAID,2025-03-01 17:40:08,TX-NI82229JVRWQ
10064,615,1,,33870.0,GATEWAY,PAID,2024-08-03 10:19:39,TX-JAMIWEZRELAW
10065,1192,1,,75189.0,CARD,FAILED,,
10066,1291,1,,26513.28,GATEWAY,PAID,2024-02-08 05:30:18,TX-PAH61NGOO888
10067,1459,1,,29359.2,CARD,PAID,2025-03-13 21:27:13,TX-UXQZZ7L27UGP
10068,541,1,,60088.2,CARD,PAID,2024-12-01 15:17:38,TX-W1RC8QS7LOXR
10069,797,1,,43560.0,GATEWAY,PAID,2024-12-28 17:23:54,TX-VRW92PEWGRNS
10070,537,2,2,13794.0,CARD,PAID,2024-02-23 10:16:56,TX-Y1RWPY9BJO71
10071,1396,1,,43588.8,CARD,PAID,2025-02-17 06:35:19,TX-VZDHO495DMJ5
10072,1160,1,,14520.0,GATEWAY,PAID,2025-02-25 16:51:35,TX-SAR504BJ9AKP
10073,884,1,,44760.0,CARD,PAID,2025-05-18 21:20:41,TX-SZ8U4GZDTWG5
10074,1209,2,4,67681.35,CARD,PAID,2025-04-21 03:18:26,TX-2ZV1SXY34XIU
10075,1174,1,,107133.0,CARD,PAID,2024-05-18 14:12:28,TX-JJSS2G19KMVY
10076,1159,2,1,56029.05,TRANSFER,FAILED,,
10077,889,1,,36774.0,GATEWAY,PAID,2024-07-14 20:47:15,TX-8Y1JE6R29IQQ
10078,667,1,,19650.0,GATEWAY,PAID,2024-12-05 18:51:40,TX-69A8ZBPFAMCA
10079,1314,2,2,28967.4,TRANSFER,PAID,2025-04-15 19:37:27,TX-UK4ZR8JLY1O2
10080,1133,1,,39204.0,CARD,PAID,2025-01-09 08:12:13,TX-IZWR04DECLRD
10081,1348,1,,20257.5,CARD,PAID,2024-08-30 17:41:29,TX-SC839CD2RSP2
10082,1016,1,,14694.0,GATEWAY,REFUNDED,2024-02-22 08:02:07,TX-AQF45EBERNP9
10083,53,2,3,13068.0,CASH,PAID,2025-04-24 23:59:58,TX-ZLR3751LJLZQ
10084,229,1,,16141.08,GATEWAY,PAID,2024-12-02 08:36:19,TX-EWNWFCGTX00K
10085,794,1,,15429.6,CARD,PAID,2024-03-22 02:39:59,TX-WXTYKPFE570C
10086,462,2,1,36300.0,CARD,PAID,2024-01-07 10:34:14,TX-B9HF7GDCMINS
10087,1240,1,,29940.0,CARD,PAID,2024-02-20 09:17:28,TX-96H8TQSOOULW
10088,681,2,1,14229.6,CARD,PAID,2025-09-09 22:45:26,TX-OR82QGELBGN1
10089,522,1,,40104.0,CARD,PAID,2024-08-02 11:31:51,TX-GBNDKRTV9L6G
10090,262,1,,14268.0,CARD,PAID,2025-08-28 05:23:54,TX-LF62QIYD0DLJ
10091,543,1,,41164.2,CARD,FAILED,,
10092,451,1,,17787.0,GATEWAY,FAILED,,
10093,905,1,,28788.0,CARD,PAID,2024-09-28 10:54:43,TX-6GGOBVR68S4U
10094,360,1,,15429.6,GATEWAY,FAILED,,
10095,956,2,2,41382.0,TRANSFER,PAID,2025-08-19 17:22:52,TX-5B1MVZF4SLE2
10096,295,1,,30240.0,CARD,PAID,2025-04-01 18:33:06,TX-JF590JHJFZ8K
10097,129,1,,15420.0,CARD,PAID,2025-03-06 15:03:53,TX-BV8BI6EC4C7P
10098,412,2,4,35283.6,CASH,FAILED,,
10099,5,1,,62387.28,CARD,PAID,2025-03-07 09:16:45,TX-WTJTNE8UQOEN
10100,1252,2,4,18150.0,CASH,PAID,2025-04-15 20:57:24,TX-KL5THHHN5VA5
10101,968,2,1,29040.0,TRANSFER,PAID,2024-10-22 04:13:45,TX-DY0MHWS95IGM
10102,313,1,,64134.6,GATEWAY,FAILED,,
10103,967,1,,49905.0,GATEWAY,PAID,2025-01-13 03:55:51,TX-6LDM7B40648N
10104,805,2,1,13068.0,TRANSFER,PAID,2025-01-29 09:18:30,TX-KRNE0XWIP2CY
10105,1271,1,,86459.1,CARD,PAID,2024-09-23 18:50:58,TX-ZW170UGBIUZV
10106,1040,2,1,35574.0,CASH,FAILED,,
10107,1118,2,3,73471.2,CASH,PAID,2024-04-07 02:57:02,TX-C3HHQWELPNWL
10108,135,2,1,74509.38,CASH,PAID,2024-10-26 16:51:28,TX-F1VLJJJC9X8A
10109,138,1,,16020.0,GATEWAY,PAID,2025-08-31 17:42:15,TX-O5LZ6BUC8HQH
10110,1163,1,,21465.0,CARD,PAID,2025-04-07 06:13:23,TX-29S484K5PFI2
10111,1318,1,,30240.0,CARD,PAID,2024-07-16 09:56:55,TX-L7JJXWRW7998
10112,1332,1,,35685.0,CARD,PAID,2025-03-31 20:13:44,TX-OA32V5JS2CWA
10113,424,1,,53625.75,CARD,PAID,2025-09-06 23:36:44,TX-EMZBLA52RE1L
10114,350,2,3,26136.0,TRANSFER,PAID,2025-08-24 08:23:35,TX-I8MJDAVO0QPC
10115,731,1,,75532.8,GATEWAY,PAID,2025-09-05 05:58:47,TX-RHCMY1K76CP3
10116,557,2,2,141025.5,CARD,PAID,2024-06-05 23:07:25,TX-ZL89MEEHB6BJ
10117,1174,2,1,29882.16,CASH,PENDING,,
10118,745,1,,68399.85,GATEWAY,PAID,2025-01-05 07:16:12,TX-TGQA215BVUMA
10119,492,1,,40704.0,GATEWAY,PAID,2025-06-17 15:41:44,TX-CE7VERH7BK5C
10120,835,2,4,33287.1,CASH,PAID,2024-05-15 09:17:05,TX-9H3LVGU41XNE
10121,196,1,,43888.8,CARD,PAID,2024-07-10 17:27:23,TX-G35ARL9CA0B7
10122,1468,2,2,45738.0,CASH,PAID,2024-06-23 22:39:35,TX-YM96FAZ9HO2V
10123,19,2,2,46246.2,CASH,PAID,2024-05-15 23:36:06,TX-0V7J2D9CTPYM
10124,1042,1,,40704.0,GATEWAY,PAID,2025-02-08 12:09:58,TX-ASAXBZVQIQMG
10125,495,1,,19050.0,CARD,PAID,2025-01-18 23:30:22,TX-0SP3S0DTFQ20
10126,743,2,1,32670.0,CASH,PAID,2025-01-22 08:06:47,TX-L01LBD4SCHAE
10127,505,2,2,99861.3,CASH,PAID,2024-01-10 00:42:41,TX-5FW2447ATVS9
10128,474,1,,44460.0,GATEWAY,PAID,2024-05-03 21:47:47,TX-W9YY5KJENHLH
10129,51,1,,45004.5,GATEWAY,PAID,2024-08-19 01:40:09,TX-6OCF068H7P1O
10130,882,1,,42582.0,CARD,PAID,2024-10-05 20:49:44,TX-FW7KUOVGS0Q0
10131,77,2,1,61927.8,CARD,PAID,2025-01-25 21:02:07,TX-RHSSI60JTPNA
10132,348,2,4,76447.8,CASH,PAID,2024-08-31 20:52:06,TX-RAKNHSSBB3XU
10133,1381,1,,101668.8,GATEWAY,PAID,2024-06-01 06:10:08,TX-7NR3RQLQ8KF9
10134,552,1,,16141.08,CARD,FAILED,,
10135,1184,1,,33444.0,GATEWAY,PAID,2025-08-14 03:49:03,TX-16AAKIG03WLX
10136,873,1,,42582.0,CARD,PAID,2024-05-07 16:48:54,TX-AON6EZH05HEM
10137,744,1,,32670.0,GATEWAY,REFUNDED,2024-04-07 16:10:16,TX-I2W2DMMCMXNL
10138,284,2,4,41382.0,CARD,PAID,2024-08-01 14:33:40,TX-69PK9OEHC8PL
10139,858,2,4,79043.25,CARD,PAID,2024-07-20 17:32:35,TX-61RMLQUHN7F8
10140,462,1,,29359.2,GATEWAY,PAID,2025-04-02 19:03:25,TX-GALZWXI1P1KO
10141,1489,2,4,41382.0,CARD,PAID,2025-03-24 12:03:03,TX-Q2B6JRP5SFI1
10142,954,2,4,41382.0,CARD,PAID,2024-05-04 19:01:05,TX-I4PGKN1GPGMB
10143,897,2,2,96921.0,CASH,PAID,2024-11-26 23:58:32,TX-62YGR86XQFQQ
10144,715,1,,117460.35,CARD,PAID,2024-03-28 12:26:24,TX-DFHFUTTXXGQZ
10145,498,1,,44188.8,CARD,PAID,2024-04-11 13:20:02,TX-JEHW2AUDM9SA
10146,971,1,,51952.56,GATEWAY,FAILED,,
10147,878,2,4,59895.0,CASH,PAID,2024-07-04 09:31:42,TX-3Z45OIF0M008
10148,16,2,3,14520.0,CASH,PAID,2025-05-08 09:44:17,TX-GB985MOHF2F8
10149,1491,2,2,82038.0,TRANSFER,FAILED,,
10150,404,2,1,34303.5,CASH,PAID,2025-05-09 06:33:49,TX-S240ROVAOGGO
10151,177,1,,54861.0,CARD,PAID,2025-07-13 01:56:34,TX-0FBW24MGZZXD
10152,1445,1,,27036.0,GATEWAY,PAID,2024-08-27 16:14:42,TX-MQSI7VSVUO8J
10153,409,1,,52627.5,CARD,PAID,2024-04-02 00:36:32,TX-RLLVDTG3LLPH
10154,1073,2,4,16335.0,CASH,REFUNDED,2024-03-30 18:58:00,TX-JUULSRKFLCVF
10155,692,2,4,26136.0,CARD,PAID,2024-06-05 06:17:26,TX-UVDZRTU5RN2W
10156,1230,1,,16718.25,GATEWAY,PAID,2024-06-05 22:10:55,TX-891UA8IAXYYF
10157,1488,1,,40249.2,CARD,PAID,2024-10-04 05:39:39,TX-GU7L7UFFO7MC
10158,1203,1,,71031.6,GATEWAY,PAID,2025-02-22 14:57:10,TX-YEWUTINQSOCJ
10159,46,1,,13968.0,CARD,PAID,2025-05-11 22:59:00,TX-RQPDHBHYLSMJ
10160,757,1,,55350.0,CARD,PAID,2025-09-14 07:50:30,TX-Y4CKKMH1SMH3
10161,248,1,,14268.0,CARD,PAID,2024-02-03 03:45:45,TX-K5RN501FAYZA
10162,1107,2,3,14701.5,TRANSFER,PAID,2025-02-23 15:53:39,TX-JWAD2JCRFQLB
10163,1158,2,3,13721.4,CASH,PAID,2024-08-10 09:54:56,TX-1ZTDT1K0PTU3
10164,102,1,,45694.2,CARD,PAID,2025-02-20 11:52:40,TX-5IAEHIX00FSP
10165,1250,1,,28942.8,GATEWAY,PAID,2025-06-08 02:18:21,TX-T6487S91V110
10166,100,2,4,14520.0,CASH,PAID,2024-01-04 11:01:39,TX-TIJIVGPW77H5
10167,40,1,,75387.6,CARD,PAID,2024-04-15 17:38:35,TX-AQ0INQO73CI8
10168,956,1,,50205.0,CARD,PAID,2025-03-21 20:48:41,TX-7HJAKB06TA0S
10169,1463,1,,55513.88,CARD,PAID,2025-02-12 23:06:41,TX-82EDHGLS44RJ
10170,1247,2,2,14229.6,CASH,PAID,2025-03-29 11:09:32,TX-4K8HESTLIEWX
10171,356,1,,36483.6,GATEWAY,PAID,2025-06-19 21:13:03,TX-HDG34AMA0BH2
10172,69,1,,18351.75,CARD,REFUNDED,2024-05-06 21:16:40,TX-QFAL1WBC45EL
10173,1428,2,2,31305.12,CARD,PAID,2024-08-17 02:09:01,TX-8V8ID12FJ9ZS
10174,1015,1,,74589.0,CARD,REFUNDED,2024-04-02 02:40:51,TX-AMF942SJ09EU
10175,57,1,,54805.5,CARD,PAID,2025-02-14 19:27:25,TX-LKBLWIIM8WAJ
10176,864,1,,72212.4,GATEWAY,PAID,2025-09-01 13:48:37,TX-LGKJHHMAE6KW
10177,1175,1,,15274.8,GATEWAY,PAID,2024-02-19 15:56:29,TX-3QMY5SKBL6MF
10178,981,1,,58554.0,GATEWAY,PAID,2025-08-05 18:29:10,TX-0IJAEGWRIXIC
10179,585,1,,16020.0,GATEWAY,PAID,2024-04-29 19:14:00,TX-SMZP0OOIU5TT
10180,1317,1,,30492.0,CARD,PAID,2024-06-22 19:03:06,TX-6GSRMBWQLIQG
10181,798,2,4,67381.88,CARD,PENDING,,
10182,149,1,,14268.0,CARD,PAID,2024-08-21 20:54:37,TX-RWPN0DXRPRK7
10183,690,1,,28488.0,CARD,PAID,2025-06-12 05:42:43,TX-0P4F8Q5AHR27
10184,1384,1,,44651.1,CARD,PAID,2024-07-24 09:17:20,TX-LUCGVEVA2BL2
10185,750,2,1,72382.2,CARD,PAID,2024-12-09 13:20:47,TX-TH6S26Q1WM6S
10186,874,2,3,53361.0,CARD,PAID,2025-06-05 18:45:28,TX-5IA0P26PRY78
10187,282,1,,42064.2,GATEWAY,PAID,2025-03-03 02:08:51,TX-Z1S231RF4AY4
10188,75,2,1,28749.6,CASH,PAID,2025-07-16 00:38:35,TX-K3GA28HL1TG8
10189,994,1,,27336.0,CARD,PAID,2024-03-03 06:25:13,TX-MH5BD5IARIXZ
10190,634,1,,13968.0,GATEWAY,PAID,2024-03-29 16:10:53,TX-V5EBWFZ58YA5
10191,748,1,,49905.0,CARD,PAID,2025-04-22 05:31:04,TX-4LLUTBGJRM0S
10192,835,2,2,29403.0,CARD,PAID,2024-03-10 09:02:26,TX-HHAO0LDDTISS
10193,11,1,,28342.8,CARD,PAID,2024-11-04 08:11:28,TX-FZ5BKPEZS18C
10194,688,1,,42364.2,CARD,PAID,2024-05-13 18:39:57,TX-I9DMI0IXW4T3
10195,1460,1,,55350.0,CARD,PAID,2025-09-30 16:40:29,TX-JL8GOOCUGW5L
10196,1406,1,,46023.24,CARD,PAID,2025-09-04 17:57:29,TX-2G2HVZVTJAF8
10197,334,2,1,25613.28,CASH,FAILED,,
10198,880,1,,26329.2,GATEWAY,PAID,2024-09-18 07:31:39,TX-AGASW2BJPHBS
10199,814,2,4,58697.1,CASH,PAID,2024-01-17 19:59:28,TX-MWO1MG5BC3AM
10200,1162,1,,33870.0,CARD,PAID,2024-04-03 06:33:31,TX-DS7G7W5XP2MH
10201,867,2,3,71874.0,TRANSFER,PAID,2025-01-24 12:40:38,TX-7L89RUQ7ZQMN
10202,682,2,1,34485.0,TRANSFER,PAID,2024-02-07 05:38:15,TX-QI14M0C7G2HG
10203,294,1,,88844.25,GATEWAY,PAID,2024-03-26 19:38:14,TX-HICQS9KRS3SC
10204,1061,2,4,19565.7,CARD,PAID,2025-05-08 17:45:21,TX-GXCG2FT5UHQ5
10205,601,2,4,28967.4,CASH,PAID,2025-09-08 00:03:42,TX-591SA9KH2SDK
10206,676,1,,14268.0,GATEWAY,PAID,2024-04-09 02:28:53,TX-3FUJJ7B0Y3W3
10207,232,1,,120717.75,CARD,PAID,2024-09-07 18:35:04,TX-H52W1UGGQI3B
10208,417,1,,29359.2,GATEWAY,PAID,2024-01-08 22:12:41,TX-6AN0XDRKL9F8
10209,393,1,,42582.0,CARD,PAID,2024-11-04 16:46:14,TX-AHEPOVDRVT4Q
10210,556,2,4,42688.8,CARD,PAID,2025-01-09 23:56:27,TX-5DO26U37LPAX
10211,1029,2,4,38115.0,CARD,PAID,2024-10-05 13:42:44,TX-W29M59B8IDBK
10212,588,1,,15729.6,CARD,PAID,2025-07-15 04:01:33,TX-3SAK6A3R92W5
10213,980,2,2,26136.0,CARD,PAID,2024-07-29 05:57:17,TX-NASR6RGF0WU5
10214,118,1,,39433.5,CARD,PAID,2024-11-30 00:46:56,TX-GJP5R1JEU52N
10215,677,1,,42064.2,GATEWAY,PAID,2025-02-19 23:35:31,TX-9YQCJULPKFBE
10216,26,1,,26136.0,CARD,PAID,2025-02-18 20:30:08,TX-WRV1X8N9K12U
10217,315,1,,87303.6,GATEWAY,PAID,2025-08-19 05:55:14,TX-69L6Q24WWLTC
10218,867,1,,58672.5,CARD,PAID,2025-06-30 21:14:01,TX-E5QJUEF6UFQD
10219,147,2,1,46957.68,TRANSFER,PAID,2025-03-23 09:24:57,TX-R4ZV5TUJREFN
10220,169,2,3,54450.0,CASH,PAID,2025-02-25 13:07:34,TX-T7S2K55FREC0
10221,148,2,3,17787.0,CARD,PAID,2025-04-19 13:06:17,TX-CNJXDWJXECN4
10222,1485,1,,62254.5,CARD,PAID,2024-09-02 20:02:53,TX-3KRTP034RVQV
10223,986,1,,90089.1,CARD,PAID,2025-07-08 14:17:48,TX-1265WUBCUY0E
10224,1300,2,2,58334.1,CARD,PAID,2024-07-22 11:09:37,TX-90C3JUUN3UC2
10225,904,1,,18442.5,CARD,PAID,2025-04-03 20:35:44,TX-CHTK6ZFRC9Y5
10226,714,1,,64425.0,CARD,PAID,2025-02-13 19:58:29,TX-1Z19UXGVC4QM
10227,864,1,,24722.4,CARD,PAID,2024-07-10 17:57:37,TX-ENLQYDIU6VD8
10228,1413,1,,27336.0,CARD,PAID,2025-03-07 07:19:25,TX-U0X8MPE50GWI
10229,496,1,,47238.0,CARD,PAID,2025-09-16 09:18:26,TX-QV1TSU8AFIZD
10230,1175,1,,53542.5,CARD,PAID,2024-08-04 00:49:41,TX-Y4RNMB67DAMY
10231,1353,2,4,46554.75,CARD,PAID,2025-06-21 11:19:03,TX-6HU4KU51XV19
10232,1207,1,,20257.5,CARD,PAID,2025-09-11 08:40:25,TX-PD1GSS5K5E6S
10233,76,1,,49005.0,CARD,PAID,2025-05-19 16:21:52,TX-CZW2FYIXLRS1
10234,1245,1,,42688.8,GATEWAY,PAID,2024-02-09 06:04:07,TX-OGLPYQIVEHVQ
10235,1446,1,,79315.5,GATEWAY,PAID,2024-03-04 17:33:00,TX-RQGOHMFIR3ZC
10236,389,2,2,37933.5,CARD,PAID,2024-04-16 18:04:28,TX-9ZH2UHD21XEM
10237,480,2,3,49803.6,CARD,PAID,2024-09-14 02:07:48,TX-QD6E29S8ZX5P
10238,1096,2,3,33033.0,CASH,PAID,2024-11-30 10:31:50,TX-EZZSN9RGO8YN
10239,46,1,,49905.0,CARD,PAID,2024-05-31 14:49:46,TX-IU1KOYQQ03XB
10240,924,2,3,84942.0,TRANSFER,PAID,2025-03-26 23:22:33,TX-N33UX83EP9OL
10241,168,1,,53361.0,GATEWAY,PAID,2025-02-23 09:27:13,TX-IBHBRIZML5CE
10242,1117,2,3,66646.8,CARD,PAID,2024-02-20 19:07:46,TX-GNFC0TGA914U
10243,658,1,,26136.0,CARD,PAID,2024-10-09 09:50:07,TX-G3HOMY2LFFI1
10244,98,1,,14994.0,CARD,REFUNDED,2024-05-07 10:10:16,TX-X72G82VOTER3
10245,942,1,,37733.85,GATEWAY,FAILED,,
10246,376,1,,18142.5,CARD,FAILED,,
10247,401,1,,49905.0,GATEWAY,PAID,2024-09-21 07:47:10,TX-5RLRKHAZYO2P
10248,1477,1,,58100.25,GATEWAY,PAID,2024-11-25 05:14:44,TX-59SP77EKFWJC
10249,1124,1,,42282.0,CARD,REFUNDED,2024-06-11 05:17:34,TX-YJZHAH73QSCL
10250,446,1,,18351.75,CARD,PAID,2025-02-10 08:09:23,TX-T6VWU4NSX6CY
10251,1106,2,2,13068.0,CARD,PAID,2024-04-24 19:34:08,TX-ESIP1D3T0XG8
10252,1182,2,3,28459.2,TRANSFER,REFUNDED,2024-03-20 11:52:09,TX-2O47DM9Y6QEG
10253,1433,1,,32670.0,CARD,PAID,2025-01-10 15:42:18,TX-GO8C4752L9OE
10254,298,2,3,63568.56,CASH,REFUNDED,2024-06-17 04:03:58,TX-OVFQ3H2LO3KA
10255,580,2,2,26136.0,CASH,PAID,2025-07-01 13:20:54,TX-7277P9XIZRWY
10256,878,2,2,31726.2,CARD,PAID,2024-09-24 16:51:04,TX-H1UVE5QPQLTO
10257,671,1,,19350.0,GATEWAY,PAID,2024-02-28 13:48:44,TX-9GIVO38OJJRH
10258,542,2,3,16335.0,CASH,PAID,2025-06-29 00:50:02,TX-GS9VMBJXLD52
10259,215,1,,15420.0,CARD,PAID,2024-04-09 11:10:50,TX-9K38RN4GAW8W
10260,69,1,,20865.0,GATEWAY,PENDING,,
10261,1414,2,3,65340.0,CARD,PAID,2025-04-02 14:36:07,TX-YXSSYJQCMCC6
10262,335,1,,18742.5,CARD,PAID,2024-05-19 07:26:16,TX-Q54OOLXWJRSI
10263,436,2,4,41382.0,CASH,PAID,2025-03-15 04:04:58,TX-Y4K3G72R7A5Q
10264,1309,1,,54261.0,CARD,PAID,2024-03-09 09:23:55,TX-5W20I486GRJL
10265,1085,2,4,37352.7,CARD,FAILED,,
10266,504,1,,35385.0,GATEWAY,PAID,2024-12-01 12:30:19,TX-7MD2KKRDJ53G
10267,12,1,,50205.0,CARD,PAID,2025-03-17 17:02:48,TX-CZSVJ2392K6O
10268,545,2,1,46957.68,TRANSFER,PAID,2025-09-30 00:43:27,TX-NZGV898ZNSYG
10269,162,1,,16073.4,CARD,PAID,2024-06-04 17:07:23,TX-T1EZITWBYQ13
10270,1399,1,,67011.9,GATEWAY,PAID,2025-03-12 14:37:50,TX-CXEI0WWC2JM6
10271,1309,1,,27588.0,CARD,PAID,2024-11-03 06:18:50,TX-R6P65NE55HTV
10272,1381,1,,49905.0,CARD,PAID,2024-08-27 09:40:03,TX-L3Q29DVTROPW
10273,662,1,,45694.2,GATEWAY,PAID,2024-05-01 07:29:52,TX-XZI358L7B2F3
10274,799,1,,37200.0,CARD,PAID,2024-04-17 03:32:13,TX-ASS2GW97TO43
10275,737,1,,51303.6,CARD,PAID,2025-01-15 13:12:03,TX-VJ66HZJM03UC
10276,1124,1,,32844.0,GATEWAY,PAID,2024-07-27 10:54:58,TX-6EMP2Z84QJ5I
10277,452,1,,27036.0,CARD,PAID,2025-05-13 09:20:28,TX-CWARNRMHQNJF
10278,599,1,,44188.8,CARD,PAID,2025-09-05 23:25:16,TX-PDIERIONQMNU
10279,1122,1,,13314.6,CARD,PAID,2024-01-14 02:35:51,TX-JORE67JECTQ4
10280,94,2,3,67155.0,CASH,PAID,2024-01-24 08:28:24,TX-4V6AF8SUUNCR
10281,1368,2,3,18966.75,CARD,PAID,2025-02-21 16:43:36,TX-QHWXN9EMV23R
10282,1247,1,,45738.0,CARD,FAILED,,
10283,65,2,4,17787.0,TRANSFER,PAID,2025-04-09 18:14:55,TX-4DUDD5TQ09R5
10284,1182,2,1,28749.6,CARD,PAID,2024-11-12 21:00:47,TX-RS5KKDA59UM8
10285,833,1,,58554.0,CARD,REFUNDED,2025-06-14 12:55:50,TX-NAIPWH57A8VR
10286,41,1,,29040.0,CARD,FAILED,,
10287,217,2,3,59764.32,CARD,PAID,2024-01-17 21:40:23,TX-2L7MAED8LG22
10288,479,2,3,28459.2,TRANSFER,PAID,2024-01-29 10:10:22,TX-6B8T3BTR51GD
10289,1295,2,1,43560.0,TRANSFER,PAID,2025-04-29 07:04:25,TX-VQM5OHEC8D81
10290,644,2,4,39930.0,CASH,PAID,2024-10-13 21:27:30,TX-F8L0CGCPW5GA
10291,1355,1,,19650.0,CARD,PAID,2024-03-31 09:44:43,TX-81KFADXNS2CK
10292,1193,2,4,19565.7,CARD,PAID,2024-03-24 09:54:50,TX-JO5XAJLJMFR3
10293,324,1,,24829.2,CARD,PAID,2024-01-29 19:58:20,TX-MVIWI2C2M1J0
10294,503,1,,17787.0,CARD,PAID,2024-11-26 02:41:37,TX-U19AJWTNKFUB
10295,455,1,,64057.08,CARD,FAILED,,
10296,1072,1,,73800.0,CARD,FAILED,,
10297,351,1,,14994.0,CARD,PAID,2024-11-25 17:31:27,TX-IOIHOFEXDJNI
